,Post,IdFatherComment,Date,Caption,likesComment,Username,IdChildComment
988,988,17858944984503647,1567453140,🔥🔥🔥,1,tesla_pics_47,
989,989,17853757474535265,1567453130,@davidsanchezmorrell,2,gian.sereno,
990,990,17927369026309281,1567453117,@juliettebeaupin,0,xavierbk,
991,991,17909231932350847,1567453111,Tesla.. But what about her shirt button.,0,niteen_mehra,
992,992,17859096016503305,1567453094,@blandinergd looks familiar!? 😉😁😋,0,aerfurt,
993,993,18101425396026024,1567453090,@erin__lonergan,2,jonlonergan,
994,994,18066336421191036,1567453064,Nice innovative brand. Terrible service though... I wish their phone service would be as fast as their cars.. Just decided to sell our model X after two years.. bit of a disappointment.,15,hanslugtenberg,
995,995,17856454675524169,1567453036,@marinagontar all day every day 😂😘,0,_deeenchik_,
996,996,18096524020029851,1567453015,@omarz15,0,dirtydiananoooo,
997,997,18016402078242898,1567453013,@cosmo_raptor8 Activa pr,1,pratyakshh,
998,998,17852757271545001,1567453009,@jonstrah  nacher isch der wieder schlecht und musch kotze😂,2,itstimbo,
999,999,17857176979511196,1567453001,@tomvdburg8,0,pimvdburg,
1000,1000,17853632878533393,1567452979,@ashay_n,1,noahandthejets,
1001,1001,17848003426588194,1567452976,😂,2,artur159_,
1002,1002,17916738535334009,1567452971,@daniellac1926,0,pramirez_10,
1003,1003,17864500990481949,1567452969,@vwikdal,2,oscar_dante,
1004,1004,18077613934109338,1567452967,Cuando tenga mi tesla @antonellaviso96,0,corivera,
1005,1005,18077140012096379,1567452951,@emglasscock,1,wglasscock27,
1006,1006,18067216726082234,1567452948,@josephanthony01,2,koreyaustin,
1007,1007,17844086587628401,1567452938,@griizzly do this to me,3,kriscasfit,
1008,1008,18096416389011836,1567452930,Lo único que quiero hacer cuando maneje un tesla @natiblanzari,1,fanovespoli,
1009,1009,17999328019251938,1567452926,@mazucatto,0,caiommoreno,
1010,1010,17884851892408502,1567452923,@melissalehman90  can u rel8,1,damonwright,
1011,1011,18096224722009644,1567452912,Her shirt gets more and more open as he keeps doing in. This dude thinks he so cool.,7,snoopsouz,
1012,1012,17844096919626238,1567452898,Awesome 😘🤩,0,soundaryakamakshi,
1013,1013,18066569920190791,1567452877,@justinleyb.a,0,jonlevert,
1014,1014,17887508146403267,1567452868,@dekaela,2,abelcastaa,
1015,1015,18051771187172618,1567452861,@dave_crossdale,0,tommccarthy91,
1016,1016,17853759571534428,1567452857,zoom.,2,_hayllee,
1017,1017,17887869304403744,1567452856,Tesla vehicles are some cool rides...I see them often here In Wilmingron NC..👌👊 #iwantatesla.,0,topfuelnitrofan,
1018,1018,18072469990124027,1567452845,😂😂,0,physiotherapie.berlin.mitte,
1019,1019,17999482000249319,1567452837,@lewis_stokes123,1,james_meaden_,
1020,1020,18072736684125866,1567452825,Tesla 👍🏼,0,tarikkahraman,
1021,1021,17852657536548214,1567452821,Why does the first clip sound like a 5.0 diesel?,1,williamdavis_97,
1022,1022,17892522133386832,1567452813,@celinemieldijk 😂,0,weekendatbartjes,
1023,1023,17997576274261260,1567452813,@shylla_marie,1,iownthenight,
1024,1024,17923804444321621,1567452798,@elsdsvd,0,guntherdevuyst,
1025,1025,18026491276213657,1567452792,Nice pice 📸❤️📸,0,nature_p.grapy,
1026,1026,17855439196520570,1567452791,🙆‍♀️🙆‍♀️,0,jem7557,
1027,1027,17870689525442904,1567452789,Is there a word for the orgasm face that people make when riding a Tesla?,6,thabojackson,
1028,1028,17923811233319209,1567452773,@hashtagsmitty 😩,0,hashtagsmitty,
1029,1029,17872261372452330,1567452767,👍👍👍👍👍👍,13,teslamotorsclub,
1030,1030,17872393228444563,1567452758,@apoorvaneeloji ☺️,1,santoshvemu,
1031,1031,17845424788612914,1567452755,@floriankld 🔄😅,1,yaloca25,
1032,1032,17847946138594296,1567452749,@cristina.eln,0,cristianncioara,
1033,1033,18063159223183811,1567452723,She's having mini orgasms. This had to be said. There.,584,andrei_c137,
1034,1034,18064904872193229,1567452718,Why did her shirt slowly come off,340,snowflakes_fam,
1035,1035,17904383392356946,1567452713,@matteovalenza_,0,igna_top,
1036,1036,17853568726548664,1567452711,@ankerdrammen 😂,0,dianaaandreaa,
1037,1037,18097257121040269,1567452700,@elenaalcaide,1,sergiotdg,
1038,1038,18096340567049912,1567452698,@sbontrop,0,tomhietkamp,
1039,1039,17927655778310654,1567452697,@vieth87 😂,2,ancher89,
1040,1040,17878040008429635,1567452695,@yusufsquires,1,ishmamahmedd,
1041,1041,18096729109037349,1567452671,@strainor_,0,rtrainor,
1042,1042,17860702213500821,1567452666,nobody is ready for the speed of the tesla.,120,haylees_instatube,
1043,1043,18086495662077581,1567452653,@bobbbyclark 🤣🤣🤣,0,brandoncarrozza,
1044,1044,17887734190399081,1567452633,@alx_mln_ quand t’arrives pas a faire cet effet là avec ton physique tu peux le faire avec une Tesla ...,0,tomcpre,
1045,1045,17924312647318409,1567452628,@tammynad,0,aleemkumi,
1046,1046,18016511020242968,1567452628,@_.e.m.i.l.ymarie._ When I finally have my Model 3,2,alex_mackety,
1047,1047,17853573634542679,1567452625,@niklasdeckwer hahaha,2,feliixx01,
1048,1048,17896069558374047,1567452624,@eli_daar 🙈 sorry,1,jacques_benzakein,
1049,1049,17901554545367368,1567452623,@griizzly do this to me,0,kriscasfit,
1050,1050,18060778972156350,1567452622,Always with the shirt conveniently unbuttoned... NBD,86,swole_is_the_goal_,
1051,1051,18015765934243208,1567452616,@ermelindismaili 😏,2,till_._,
1052,1052,18067454776092747,1567452594,@mikepfau 😱😱😱,2,xaviviro,
1053,1053,17853660523535021,1567452593,@teslamotors + @iamcardib make a good combo,0,faizanhayek,
1054,1054,17859523216498542,1567452591,❤️,0,teplu,
1055,1055,18077269846111055,1567452588,Pffft 😂😂😂,0,hunter_colt1,
1056,1056,18098860477026422,1567452584,@scott_howe12  does this to me!!!,1,thatrockinchick,
1057,1057,17844101128618385,1567452567,What is happening?,17,juhdegs,
1058,1058,18087422185073690,1567452563,@lainggoostrey @alexcampbeel matt,1,henryhenri_henry,
1059,1059,17999320420253454,1567452558,@leosat91,2,adriglosova,
1060,1060,18097473283014683,1567452558,"Yeah,  beautiful girl, Tesla that’s what we are trying to achieve 😃💯",5,manuel_radev_,
1061,1061,17862993721478007,1567452551,Lmao cardi,0,le_.leandroo,
1062,1062,18067013035083714,1567452548,😈42😈,0,z008m,
1063,1063,18056650501161273,1567452539,Why the Cardi B music? 😔,204,eyelens.jpeg,
1064,1064,18061969015148914,1567452533,@avn9,0,colerag,
1065,1065,18064072432179956,1567452532,Bardi Gang,0,calixamare,
1066,1066,17879418553427378,1567452530,@ryanandrose,0,bret901,
1067,1067,18064781458193458,1567452524,@earlragnar69 gotta make wifey feel all the G force 😁,3,rozeswoesh69,
1068,1068,18052098796168592,1567452518,@kericincy,0,teslafudge,
1069,1069,17872247512447218,1567452514,0-100 ?,0,kaya.serrhat,
1070,1070,17999949418252272,1567452505,@graphitesandink,1,caden_ramz,
1071,1071,17844088288624096,1567452504,@aislingg_r,0,karlmohan18,
1072,1072,17972293075287964,1567452503,Hey @teslamotors love your work,0,thomasbrungard,
1073,1073,17975418538302355,1567452494,Amazing!,0,oleksandr_zenov,
1074,1074,18098762719041984,1567452492,I love you TESLA,0,hakanilci0,
1075,1075,17844106648620786,1567452489,The acceleration is really impressive👍,0,roman_.96,
1076,1076,17916311932327562,1567452488,I remember the first time my dad did that in his Tesla it was a magical feeling,0,officialgabesmithlol,
1077,1077,18051781591170519,1567452482,🙌,0,anime._.in.the.blood,
1078,1078,18076369924117961,1567452481,i want a tesla 😭,0,j.cki3,
1079,1079,18097770655052317,1567452474,Most comfortable❤️💯,0,niranjan_ghatule_18,
1080,1080,17853715039542828,1567452470,Facts,2,sandhumma,
1081,1081,17900421028370681,1567452467,👍🏼,0,jeferson.alexander88,
1082,1082,17880920821411412,1567452455,No mames soy el primeroooo,0,keinerpaternina_097,
1083,1083,18096440050023727,1567452454,❤️❤️,0,thomasbrungard,
1084,1084,18067089514091579,1567452444,👍👍👍,1,komilhon801,
0,1085,17893187441215276,1630489522,@peterhelanders doughnut,0,vladacociu,17907584801082693
1,1086,17886088862479204,1627393704,@9eglence1 funny,0,jkalachian,17940083431553891
2,1087,18236924740007620,1625779034,@arthurguerra72 i can’t help it 🚀 she flies,0,andrewthomasus,17912475406808089
3,1088,17872124561415521,1623716425,@shane_thomas_scholefield 😂😂😂😂,0,benjamindonhardtofficial,17972310085402296
4,1089,17930501326529932,1619805200,@emilenevilasboas get ready,0,bullofwallstreet33,17890924655106304
5,1090,17858458304492618,1623194561,@iammarute dd,0,cedaflosa.dev,18114712258218968
6,1091,17858458304492618,1618752174,@nettachon why is that even a question,16,iammarute,17872636775318466
7,1092,18068994718274527,1617640052,@blowtokesmoke don’t see this getting old everrrrrr 😁🏎,0,botanicalbookworm,17868052715413300
8,1093,17849281985510644,1615995823,@daniel_yousif2 😂,0,ajofn,17918254333592133
9,1094,17929103137491858,1615848792,@steve.reznick 🔥🔥for real though,0,emrez87,17878980590189075
10,1095,17893371577916552,1614699996,@kry721 I love it tho🤩,0,nicolefreis,17974051051362567
11,1096,17901029452768450,1613783310,@zookz88 gets me every time!!,1,elmcfadyen,18060466828274914
12,1097,18148062919143150,1613652693,@manuel_rsg junge soooo gespannt man,0,fabio_kj9,17882450504100962
13,1098,17940562159443884,1613391759,@giovanosso 🔥🔥🔥,0,leonardousa,17871930230310930
14,1099,17899928773742439,1611578465,@osareme_ekhator lol glad I’m not alone,1,katietyndalll,17862562316346667
15,1100,17970140200362808,1611572085,@flynn_jeon 이것이 상우의 드림카?,0,17duckbae,17905260373669885
16,1101,17909359489614970,1611000089,@usc_srt8 lol tats gona be us haha 😄,1,fit_affiliated,17908289554617410
17,1102,17909359489614970,1611002400,@fit_affiliated 🔥,0,usc_srt8,17871200552169352
18,1103,18187949467020466,1610890108,@_hugomnt_ ses cheveux aussi 😂,0,lamigatina,17858822774403845
19,1104,18145756765126005,1610874125,@senator_blair this triggering a memory of us just made me so happy,0,mackaivr,17880764558059426
20,1105,18089209165228995,1610804124,@janika_overgaard hahaha det så vildt 😂😂😂,1,michellebjoerklund,17912452804580426
21,1106,17864978561191109,1608037643,@vague_canvas bro Fr and it ain’t even da Dual Motor 😳,1,smasonnn,17853857192383868
22,1107,17867474096180200,1607830238,@gotdoughhhh_ always tryna kill me,0,k.streeet,17857226288320020
23,1108,17891431489780078,1607684685,@tiffany_goldie scaryyy,0,tiffany_goldie,18177897763049895
24,1109,17891431489780078,1607684666,@kayla_smith7428 yepp,0,tiffany_goldie,17921342011468503
25,1110,17891431489780078,1610961051,@kayla_smith7428 something happened on the slope🤔,0,aleksfitzgerald,17881837753992902
26,1111,17891431489780078,1609735822,@kayla_smith7428 I have no clue what is going on,0,folshed,17856677447409167
27,1112,17891431489780078,1609828356,@folshed they are just driving fast 🤣,1,kaylaxxsmith_,17856612410380891
28,1113,17855135270347207,1607612498,@laurabfs não me convence,0,felipe_moscatelly,17887788109814649
29,1114,17845867163435029,1603499016,@fernanda.escareno 🤙🏼😎 así mero maestra,1,danielde.avila,17924199019455606
30,1115,18117920410131135,1599338208,@angelvivaldiofficial it us ❤️,1,cermudezbonnie,17856635093149240
31,1116,17880427867777415,1598883322,@robbbie__p 🙄🙄🙄 I lowkey love this ❤️,0,tessabooyens,17886898246676720
32,1117,17900802034528690,1598727726,@aleixabrado yaas ✨,0,nataliacnbl,17865023738026477
33,1118,18158042992032619,1597512593,@santiagocedill0 respuesta,0,santiagocedill0,17872500385880412
34,1119,18158042992032619,1597512605,@santiagocedill0 respuesta 2,0,santiagocedill0,17856042257151193
35,1120,17951823604345545,1593719910,@daniel.dvh wel waar ja 😱,0,olga_sophie_b,18149872174023436
36,1121,17905319134478666,1593630696,@jigaar LMAAAO 👀👀😂,0,tani_,18060037165235088
37,1122,17905319134478666,1597516215,@tani_ prueba respuesta,1,santiagocedill0,17855310782127218
38,1123,17847475739182567,1597510258,@gabriella_mammana prueba,0,santiagocedill0,18157857289018153
39,1124,17847475739182567,1593399609,@gabriella_mammana é o modelo do seu noivo?,1,gokarolina,17864019652898821
40,1125,17844276128218627,1592808071,@zoom_m3p 😂,0,xochibabyx3,17906572915460002
41,1126,18105352162182922,1592803235,@julia.oravitz the besssst! Punch it!,1,lococodamato,18033718246269612
42,1127,17894807206514757,1592172463,@filiprocksen :D,0,svenpunktcom,17865372598861145
43,1128,18107948302086832,1592133369,@slyzerxlive 🤣🤣🤣,0,abigailmo123love,17858009036003482
44,1129,17879384512643256,1591609093,@sanjog_chhabra A Lot's of PEOPLE... 👑,1,iamvinay_vs,17954892268333770
45,1130,17929044484376935,1590686949,@xuewei__huang this is definitely me🤣 ( forever),1,savannah.smith0,17858430148960572
46,1131,17995846702292842,1590425079,@paulthepilot3 🤣🤣🤣🤣🤣,0,missvera.ig,17848419236111081
47,1132,18147782965022171,1590092982,@icy_hennessey 😕👍,1,footballbaztv,17941118215361038
48,1133,17846232218121164,1589812273,@petertriminator 😂 The Tesla was hilarious haha 👌I swear you dented my  head with my phone  when you hit ludicrous + 😂,0,mrs_kat_pearce,17936294356371505
49,1134,17883186244572312,1589308542,@marwanthephidelt HAHAHA 😒,1,andrewgoot,17861914372878563
50,1135,17914180435412073,1588727277,@the.only.patel hahaha I squirm way more 😂😂,0,alishap15,17874847054657196
51,1136,17966584564307469,1586023582,@cmadrazom hahahaha la cabeza,0,sofivallejo,17868540193716482
52,1137,18054655126208301,1583489906,@benko66992 😂,0,wisko5,17891799394473575
53,1138,17854451713787386,1581245934,@yoskayt esto se llama rompenucas😂😂😂❤,1,_adrii.cg,18022206166257979
54,1139,17854451713787386,1581246051,@adrii._.01 tal cual 😂😂,1,yoskayt,17924948605367755
55,1140,17874493102529588,1580668981,@mnsang_ lmao those were my same reaction ! Plus the reaching for something to grab on the roof yet there was nothing 😅,1,mchllv_,18093472000142137
56,1141,17874493102529588,1580669055,@_mchelle.v that’s why I thought of you after watching this LOL,1,mn.sang,17845664716937312
57,1142,18129953755045448,1580595767,@zoe.yager TOTALLY! ❤️,0,tracy.yager,17863997569641636
58,1143,17862410113639238,1579304951,@andrew_rios_ Lmaoo literally never gets old,1,scottbrackenn,17850380680835929
59,1144,17936776861331620,1578866033,@ffernando7777 😂😂😂,1,polo.dlm,17859372610674301
60,1145,17861489488634240,1578769631,@tweej101 oh hello,1,samholmes23,18085103665181140
61,1146,17861489488634240,1578769803,@samsammysambo this is me every time you do this! 😂,1,tweej101,17932254091342811
62,1147,18013939351259972,1575500882,@juan_tep_58 😂😂😂😂😂😂 justo así me reí y esa era mi cara 😂😂😂😂😂,1,marielita_aam,17887517728445403
63,1148,17919767599361818,1575018401,@valeriasancha 😂😂😂,1,martim.m,17845782280785406
64,1149,17906348413389256,1575963238,@ethanweightman03 No. the fastest is the new electric car from porsche. The Taycan.,3,renato.cgoncalves,18119215417039917
65,1150,17906348413389256,1575153919,@cabo4real_97 what’s wrong with you? Lol,10,fearthespear__,18081888982131400
66,1151,17906348413389256,1577896331,"@renato_cgoncalves No, the roadster 2020 and the model x and s all have much faster acceleration than the Taycan",6,nikdunna,18071088916171947
67,1152,17906348413389256,1583588908,@taylorjones7726 use google weirdo,0,fearthespear__,17901362074442523
68,1153,17906348413389256,1578839521,@renato_cgoncalves what kind of crack are you smoking? Taycan does 2.5 while Model S does 2.4 in 0-60,0,adithyashari,17896096606435124
69,1154,17906348413389256,1583562210,@cabo4real_97 Lamborghini is better than a Tesla,1,taylorjones7726,17857454788781828
70,1155,17906348413389256,1583562492,@fearthespear__  so u are saying the Tesla is faster then a Lamborghini sure 🤦🏼‍♂️,1,taylorjones7726,17851481641881746
71,1156,17906348413389256,1575260584,@cabo4real_97 The fastest accelerating car in the world is a Tesla,5,ethanweightman03,17847501385777086
72,1157,17846447659762783,1574732367,@shanonscully haha dude that side profile is uncanny! I’ve always wondered what shorter hair would look like on me tho. I like it.,0,trentanofficial,18115286797001835
73,1158,18039372286221565,1574479671,@_yo_pauly_ thought that expression looked familiar..almost caught sleepin..😎,1,bigolbear,17846984938745709
74,1159,18039372286221565,1574453234,@_yo_pauly_ bruh it literally feels like a roller coaster.. get yo bread up,5,ras.berries_,17845969762782756
75,1160,17893932634411265,1574410728,@chrishorton.90 this is us every day 😂😂😂,0,heather_nash_93_,17894820160419160
76,1161,17853634183635281,1573332943,@ted.ward12 yeah we all know that feeling! 🤪,1,ned.hibberd,17863924981543450
77,1162,17899372636381945,1571921207,@aleixabrado siiiii😂✨,2,nataliacnbl,18028261102231041
78,1163,17892277189409071,1570977706,@lotte.dz we’ll see 😜,0,mrkennyv,18096066979078601
79,1164,18105087220049373,1570943019,@mo.drips The acceleration of a Tesla?,2,ch_videography_llc,18009607513247664
80,1165,17865698890500517,1569682899,@realestate_ric_ 🤣🤣🤣,0,ximenoboa,18062598376162174
81,1166,17865698890500517,1570194403,@realestate_ric_ 😂😂😂😂,0,rosaelena07,17853822220595020
82,1167,17843971273687825,1569596846,@gabe.canicosa 🙄🙄🙄,0,kaecurameng,17877428803448080
83,1168,18021009682233493,1569510346,@deanlalap 💩💩💩💩💩,0,helen_wadurmelon,17849947339611723
84,1169,18028584304222283,1568611692,@morganhardley MY FAVORITE THING,1,memesonmimi,18067081561132452
85,1170,18033260695200577,1568515152,@m.ttg yep this was me,0,dr.kaylamarie,17923820884318808
86,1171,18014470003246863,1568293040,@jorgenwaa 😂😂,0,tonjevendela,18070747291139157
87,1172,17915491267334409,1567965031,@coldlove_ 😂,0,that_hair,17859017194504979
88,1173,18062600716149640,1567886840,@canchola_frank1 🤣,0,l0aky,17993381842266394
89,1174,17992224187269936,1567703683,@hunter_hartman i love you,0,farrahmuwalla,17910724447350574
90,1175,17992224187269936,1567702617,@hunter_hartman i love you,1,farrahmuwalla,17888656684403305
91,1176,17849754490564843,1567701405,@alextonthat lol tres drôle -.-,0,laurianenavarri,18056720104162236
92,1177,17853152317545075,1567715339,@claudiodallalibera anche a me 💪,0,trickred,18069969652136990
93,1178,18096426571000350,1567610016,@m.rogers4 the best feeling:),0,jai.rom,17849525197564513
94,1179,18062974951179597,1567646139,@chriscarsandmore every.time 😂,0,powellslearningpatience,17863364653479538
95,1180,17863255837478269,1567590793,@rumdog180 hahahahha,0,riaandlu,17850346531559846
96,1181,17863255837478269,1567587561,@rumdog180 you want a tesla don't you,0,clint_2jz,17845713001609536
97,1182,18017113945237762,1567570731,@jlask dingus,0,melaskoarts,17992967545269787
98,1183,18096376192057925,1568514037,@cosmicwarrioralex ha hahahahahah!!! Ur not the only one!,1,phenomenina00,17868240019475303
99,1184,18077832922118766,1567585539,@sayuri.estheim εσυ θα τσιριζεις,1,_alexandr.jm_,17846420866600012
100,1185,18077832922118766,1567596303,@_alexandr.jm_ you will constantly tease me,1,sayuri.estheim,17844439735621247
101,1186,17864840008480066,1567559983,@lewitje yeah yeah the one on the jans,0,ivovanhal,18060548545158229
102,1187,17864840008480066,1567559944,@ivovanhal my @teslamotors Model 5 yeah yeah,0,lewitje,18031517050201582
103,1188,17864840008480066,1567559915,@lewitje yeahyeah in your Tesla,0,ivovanhal,18019009867224175
104,1189,17864840008480066,1567560226,"@ivovanhal yeah right @teslamotors could you make a car faster than the Lemon C1? I mean, we have to hit the air conditioning button to make it go faster, but we could pass any Tesla I’m pretty sure yeah yeah",0,lewitje,17898300214374083
105,1190,17864840008480066,1567560102,@lewitje yeah yeah the one who can’t beat a C1 yeah yeah model 3 psshh,0,ivovanhal,17881093807424255
106,1191,17864840008480066,1567560026,"@ivovanhal yeah yeah, but watch the speed camera because it’s only 50 yeah yeah *flitz*",0,lewitje,17866095898472892
107,1192,18072647497120183,1567561707,@promoeddie Facts 😂🤟🏼,1,carswithoutgas,17975660971280335
108,1193,18087170200073929,1567549923,@jael.v why you do this to me? 😭,0,typicray,18052213387172233
109,1194,17854035949537730,1567561717,@tango.oscar.delta.delta 😂🤟🏼,0,carswithoutgas,17866047097471024
110,1195,17844314677621924,1567544462,@denwolf her reaction was smother then mine though 😂😂,0,maga_rut,17924513182318416
111,1196,18064256776192916,1567541354,@jpgt4ut it’s like a roller coaster! stahhhppp 😩,1,_amandapeck,18096250291060790
112,1197,17853876064526631,1567537441,@tatigely ❤❤❤❤❤,0,andreea_emilia,17852786167545235
113,1198,17848798540583897,1567535724,@johanhampis Roligt sa Bull!👏🏻👍🏻😍😍🏎,1,helenahampis,17859707521499147
114,1199,17892260812375929,1567561745,@c.sheilah ❤️,0,carswithoutgas,17850384925562327
115,1200,18067815505089997,1567605169,@gopro ah hahaha 😂. Tesla is smart,1,crazycatcrazyschool,18091885144070751
116,1201,18067815505089997,1567716593,@gopro yes always the best cameras 👌,0,robin_loup,18067119166187870
117,1202,18067815505089997,1574978327,@gopro I was thinking the same . 🤘💯,0,aaffect,18006700534268656
118,1203,18067815505089997,1608185314,@mikepfau can’t wait my dude!,0,nateleenc,17969190895351969
119,1204,18067815505089997,1608184298,@gopro @mikepfau was an OG employee! Miss the good ok days #goproclassof2016,1,nateleenc,17892789421753721
120,1205,18067815505089997,1567560746,@gopro even better car choice.,1,paulfletcher971,17888075131394261
121,1206,18067815505089997,1608184960,"@nateleenc you know it the good old days were the best. Great to see you last week, sorry I was running around, I’ll have more time down there coming up, let catch some winter swells ;)",1,mikepfau,17863828103251215
122,1207,18091151854069175,1567531849,@coach.cuff I’m the screaming girl,0,dannewins,18001268824252279
123,1208,17959373743288973,1567573704,@borazy 😅,0,xindee_tu_lee,17927980924309149
124,1209,17999969071252328,1567561754,@panamasupercars 😂,0,carswithoutgas,18096270889063451
125,1210,17852828410536101,1567528394,@thechrisbjork 😁,0,dianacondruz,18078377464103679
126,1211,17852828410536101,1567528891,@dianacondruz men du ser ut såhär istället 😱😫🥺😭😤🤬😡,0,thechrisbjork,18018093235227722
127,1212,17847061300600360,1567525860,@sunshak hey!!!!,0,dianaagco,18060845218153400
128,1213,17865839359472465,1567563676,@vgranberry meeee 😂,1,nathaliegranberrian,17849434327561339
129,1214,18079222192108269,1567554794,@billylea amazing,0,iamkristinschaefer,17911115074345810
130,1215,17885962909406462,1567520459,@gregoryborst omg every time 😭 Also probably the reason why the girls want me to get a Tesla too 😂,1,christineborstcreativestudio,18067633642138364
131,1216,18095525449049809,1567561780,@simon_brrtsch 😂✌🏼,0,carswithoutgas,17917317064335493
132,1217,18088196545077986,1567537446,@briantreks 😀,1,fonsecaeder,17916745039335863
133,1218,18088004284076150,1567520445,@mon__9 cus ur crazy 🤔,0,cinndyvalencia,17865883042471958
134,1219,17847095488603941,1567513669,@olivercampoy  jajajaj somos tu y yo versión guiri !!! 🤣🤣,1,dirisi,17848081825592794
135,1220,18096900073013638,1567570768,@dr.rafaelguilhen Amen!,0,carswithoutgas,17971695835286890
136,1221,18096900073013638,1567572375,"@carswithoutgas i was ironic, of course 😃",1,dr.rafaelguilhen,17847206473602864
137,1222,18076877632115152,1567561797,@lucasrymer 😂,0,carswithoutgas,18062621614183962
138,1223,17862504400495873,1567504997,@gcochran223 🙌🔥🔥,0,jwjdubb,17916660208333452
139,1224,18067084324191338,1567524260,@afcaian owow! Dat gaat mijn maag niet leuk vinden 😂😂,0,josetje1990,18067400635084369
140,1225,17858432509512759,1567561812,@tricksandbeats Facts! ⚡️,0,carswithoutgas,17927015674314667
141,1226,17880996061417109,1567561824,@isabellborge 😂 Never gets old,0,carswithoutgas,17914098985339838
142,1227,18098125141030583,1567501472,@joe_gasser und IMMER fliag mei sonnenbrille owa 🙄🙄🙄,0,bernadette.berger,18060744211155745
143,1228,18052056988174029,1567499800,@jonreistad 😂😂,0,theresedyvesether,18096335143010623
144,1229,17847326878595493,1567508199,"@dech94aswoolfy si encore c'était comme ça mais du tout, toi ça fait un vidéo dingue 😂",1,melyguy96,18063988087183462
145,1230,17852767486530767,1567561833,@k_ricco_ 🙌🏼🥂,0,carswithoutgas,18077800693117701
146,1231,17936080099305371,1567494729,@jurikaunisto 🏎🏎,0,paivihakala,17923989514321396
147,1232,17902017826368265,1567491558,@marianne_the_md hahahaha you are too kind😂❤,0,andreea_emilia,18062179813182456
148,1233,17902302322366757,1567489280,"@hun_aerials nope, also drives great off road (model X)",0,vipor26,18017394844233493
149,1234,17885034136410402,1567540182,@jerrybangbang 😢,0,bandy89,18099399601017528
150,1235,17885034136410402,1567519341,@bandy89 not happening anymore. What a surprise huh,0,jerrybangbang,18098285275000485
151,1236,17998026871259884,1567488352,@tedster827 hahaha it’s all fun,0,tobindekorne,18051703288169475
152,1237,17998026871259884,1567487877,"@tobindekorne haha oops, sorry. 😬",0,tedster827,17852724583549050
153,1238,17998026871259884,1567487814,@tedster827 every. Damn. Day.,0,tobindekorne,17848628773583860
154,1239,17885856106394058,1567487422,@mr_entrepreneurr jealous @andrearakic,0,alexprotic,18072432532120231
155,1240,17885856106394058,1567488281,@alexprotic my neck tho,1,andrearakic,17916944503330953
156,1241,18052059061171082,1567484599,The launch is the best part.,0,e_m_lang,18096374161060175
157,1242,17850087022561211,1567490620,@rchaseadams 😂😂😂,0,jonathanmabey,17845482643614108
158,1243,18060641293157026,1567485207,@aarvin14 wait till we get the dual motor Y 😜,0,sensarpensar,18063427285146219
159,1244,18060641293157026,1567484705,@sensarpensar she is so much calmer than me,1,aarvin14,17936387230305408
160,1245,17888084245392896,1567511969,@vincent_viau nice,0,sim_houle7,18072892918123122
161,1246,17890338133383715,1567478403,@sanketkudav hi pls get a Tesla 🤞🏼,0,hiimonikaa,18057337639162958
162,1247,17890338133383715,1567478522,@sanketkudav hi pls get a Tesla 🤞🏼,0,hiimonikaa,17927671411309442
163,1248,17909845477348021,1567477141,@thomashle Every time 😱,0,amandalisinski,17887628692392033
164,1249,17975008861281973,1567630306,@bilalsagirli ehehehesjsksk agaaaaa,1,ayggen,17844565042620106
165,1250,17844209734620755,1567477631,@frankables 😂😂😂,0,kendall.design,17859555058498813
166,1251,17991669811270133,1567501860,@oooookeving especially after dinner🤢side note- I love that theyre also listening to cardi B bc that’s accurate as well !!😂,0,nadinwiddie,18025766596217175
167,1252,18096488722016918,1567482497,@bridger_christensen soon,1,eth.christensen,17892443089381136
168,1253,17848637341581971,1570073922,@smcrawford123 👍,0,derekcarder,17851195915606068
169,1254,17874970666439895,1567484310,@jose.a.vega yup only for single like you but not with kids like me 😜...,1,mommyof2z,18096520138033186
170,1255,17874970666439895,1567484340,@jose.a.vega yup only for single like you but not with kids like me 😜...,0,mommyof2z,17974581661283147
171,1256,17874970666439895,1567561384,@jose.a.vega YASSSSS!!!!!,1,momof4amazingboys,17853928000536148
172,1257,17874970666439895,1567484343,@jose.a.vega yup only for single like you but not with kids like me 😜...,0,mommyof2z,17848055707588512
173,1258,17872613713452083,1567471023,@fabianandresrodriguez 😂,0,carlosandresmoon,18067264369093643
174,1259,17848044481590008,1567472474,@aaron.harris7 haha yeah,0,zari.fah,18096125899045776
175,1260,17882679268411378,1567510195,@theboy.ig 😂😂,0,cath_ebaker,18096035671017200
176,1261,17902408267366202,1567469636,@thalierr 😂😂😂,0,elmoisinnocent,17865630553471592
177,1262,17902408267366202,1567469512,@elmoisinnocent this is entirely too sensual,1,thalierr,17845501567612056
178,1263,18097241656049744,1567583724,@billsami it's not true. I reacted like this in my evo. It's fsster anyways.,0,smickoski,18061448392157410
179,1264,18052089712173856,1567474312,@sscott38 💯,0,sarah_aka_cupcake,17904145432362419
180,1265,18031844758200543,1567489371,@edward_anthony_alonzo i don’t get it,0,ashley_alonzo1,17861370232483750
181,1266,17997941488260436,1567551483,@mitchsantillana jajajaja,0,feranceno,18073275673124313
182,1267,17992145170268120,1567480116,@therealerikhuso constantly carsick,0,elyssamarie83,18087757267079601
